taxid|organism_name|assembly_accession|intraspecific_name|status
215580|Schlegelella thermodepolymerans|GCF_003349825.1|strain=DSM 15344|skipped
215580|Schlegelella thermodepolymerans|GCF_004342465.1|strain=DSM 15264|skipped
215580|Schlegelella thermodepolymerans|GCF_015476235.1|strain=DSM 15344|skipped
215590|Brucella gallinifaecis|GCF_006476605.1|strain=ISO 196|active
215690|Thermomonas fusca|GCF_005862345.1|strain=SHC 3-19|active
215691|Thermomonas brevis|GCF_014395425.1|strain=KACC 16975|active
215803|Enhygromyxa salina|GCF_002994635.1|strain=SWB007|active
215|Helicobacter fennelliae|GCF_017979365.1|strain=DSM 7491|active
215|Helicobacter fennelliae|GCF_900450915.1|strain=NCTC13101|skipped
216142|Pseudomonas rhizosphaerae|GCF_000761155.1|strain=DSM 16299|active
2161677|Kordiimonas pumila|GCF_015240255.1|strain=N18|active
2161747|Saccharospirillum mangrovi|GCF_003054775.1|strain=HK-33|active
2161747|Saccharospirillum mangrovi|GCF_003367315.1|strain=HK-33|skipped
2161748|Pseudomonas mangrovi|GCF_003052585.1|strain=TC11|active
2161814|Lactimicrobium massiliense|GCF_900343155.1|strain=Marseille-P4301|active
2161816|Tessaracoccus timonensis|GCF_900343145.1|strain=Marseille-P5995|active
2161818|Acidipropionibacterium timonense|GCF_900605005.1|strain=Marseille-P4482|active
2161819|Erwinia mediterraneensis|GCF_900604315.1|strain=Marseille-P5165|active
2161821|Dialister massiliensis|GCF_900343095.1|strain=Marseille-P5638|active
2161824|Alteripontixanthobacter maritimus|GCF_003340475.1|strain=HME9302|active
2162698|Mycobacterium uberis|GCF_003408705.1|strain=Jura|active
2162713|Flavobacterium magnum|GCF_003055625.1|strain=HYN0048|active
2162714|Hyphobacterium indicum|GCF_003129605.1|strain=2ED5|active
2162892|Muricauda brasiliensis|GCF_003057865.1|strain=K001|active
2162893|Marinilabilia rubra|GCF_003121985.1|strain=WTE16|active
2163011|Algicoccus marinus|GCF_003058465.1|strain=HZ20|active
2163172|Cohnella lubricantis|GCF_014212015.1|strain=DSM 103658|active
2163172|Cohnella lubricantis|GCF_017874835.1|strain=DSM 103658|skipped
2164067|Algihabitans albus|GCF_003572205.1|strain=HHTR 118|active
2164068|Alginatibacterium sediminis|GCF_003610775.1|strain=ALS 81|active
2164074|Nakamurella deserti|GCF_003260015.1|strain=12Sc4-1|active
2164099|Chitinophaga deserti|GCF_003149455.1|strain=XJ-2|active
216427|Mesoplasma chauliocola|GCF_002290085.1|strain=CHPA-2|active
216432|Croceibacter atlanticus HTCC2559|GCF_000196315.1|strain=HTCC2559|active
216463|Levilactobacillus spicheri|GCF_000965255.1|strain=LP38|active
216778|Stenotrophomonas rhizophila|GCF_000661955.1|strain=DSM 14405|active
216816|Bifidobacterium longum|GCF_004936435.1|strain=51A|active
216816|Bifidobacterium longum|GCF_900104835.1|strain=DSM 20219|skipped
216816|Bifidobacterium longum|GCF_900637335.1|strain=NCTC11818|skipped
216874|Mesoplasma corruscae|GCF_002930145.1|strain=ELCA-2|active
216903|Epilithonimonas mollis|GCF_900142325.1|strain=DSM 18016|active
216929|Mycolicibacterium psychrotolerans|GCF_010729305.1|strain=JCM 13323|active
216931|Spiroplasma alleghenense|GCF_003363775.1|strain=PLHS-1|active
216932|Spiroplasma chinense|GCF_008086545.1|strain=CCH|active
216934|Spiroplasma corruscae|GCF_002237575.1|strain=EC-1|active
216938|Spiroplasma helicoides|GCF_001715535.1|strain=TABS-2|active
2169409|Flavobacterium laiguense|GCF_003097655.1|strain=LB2P30|active
2169410|Flavobacterium psychrotolerans|GCF_003097635.1|strain=RB1R5|active
2169414|Chitinophaga parva|GCF_003071345.1|strain=LY-1|active
216942|Spiroplasma litorale|GCF_001267155.1|strain=TN-1|active
216946|Spiroplasma turonicum|GCF_001262715.1|strain=Tab4c|active
216946|Spiroplasma turonicum|GCF_001513715.1|strain=TAB4c|skipped
2169526|Lactococcus termiticola|GCF_003116835.1|strain=NtB2|active
2169535|Altererythrobacter insulae|GCF_003444655.1|strain=BPTF-M16|active
216|Helicobacter muridarum|GCF_000765805.2|strain=ST1|active
216|Helicobacter muridarum|GCF_900450885.1|strain=NCTC12714|skipped
217031|Lederbergia galactosidilyticus|GCF_001645705.1|strain=G25-74|active
217031|Lederbergia galactosidilyticus|GCF_017873565.1|strain=DSM 15595|skipped
2170551|Phenylobacterium soli|GCF_003254475.1|strain=LX32|active
2170575|Pelagivirga sediminicola|GCF_003072125.1|strain=BH-SD19|active
2170577|Thalassorhabdomicrobium marinisediminis|GCF_003072065.1|strain=BH-SD16|active
217068|Angulomicrobium tetraedrale|GCF_014195655.1|strain=DSM 5895|active
217090|Paenibacillus pasadenensis|GCF_002864175.1|strain=R16|active
217090|Paenibacillus pasadenensis|GCF_004001085.1|strain=NBRC 101214|skipped
2171554|Peribacillus acanthi|GCF_003073175.1|strain=L28|active
2171622|Blastococcus litoris|GCF_003075095.1|strain=GP-S2-8|active
2171629|Botryobacter ruber|GCF_003347595.2|strain=SYSU D60016|active
2171751|Pueribacillus theae|GCF_003097615.1|strain=T8|active
2171755|Profundibacter amoris|GCF_003544895.1|strain=BAR1|active
2171757|Oleisolibacter albus|GCF_003336875.1|strain=NAU-10|active
2172019|Nocardioides pelophilus|GCF_014180685.1|strain=CGMCC 4.7388|active
217203|Achromobacter spanius|GCF_002812705.1|strain=DSM 23806|active
217203|Achromobacter spanius|GCF_900636675.1|strain=NCTC13519|skipped
217203|Achromobacter spanius|GCF_902859605.1|strain=LMG 5911|skipped
2172043|Bifidobacterium tibiigranuli|GCF_009371875.1|strain=TMW 2.1764|active
2172043|Bifidobacterium tibiigranuli|GCF_009371885.1|strain=TMW 2.2057|skipped
217204|Achromobacter insolitus|GCF_001971645.1|strain=DSM 23807|active
217204|Achromobacter insolitus|GCF_002209555.1|strain=LMG 6003|skipped
217204|Achromobacter insolitus|GCF_008245125.1|strain=LCu2|skipped
217204|Achromobacter insolitus|GCF_900637265.1|strain=NCTC13520|skipped
217204|Achromobacter insolitus|GCF_902859615.1|strain=LMG 6003|skipped
2172098|Flavobacterium pallidum|GCF_003097535.1|strain=HYN0049|active
2172103|Limnobaculum parvum|GCF_003096015.2|strain=HYN0051|active
2172121|Pararhodobacter oceanensis|GCF_003076755.1|strain=AM505|active
2172545|Streptococcus halitosis|GCF_003143695.2|strain=VT-4|active
2172650|Caulobacter radicis|GCF_003094615.1|strain=695|active
2172824|Sansalvadorimonas verongulae|GCF_009711465.1|strain=RKSG058|active
2173034|Petrocella atlantisensis|GCF_900538275.1||active
2173173|Amnibacterium flavum|GCF_003097495.1|strain=M8JJ-5|active
2173175|Pararcticibacter amylolyticus|GCF_003130405.1|strain=FJ4-8|active
2173829|Thermaurantimonas aggregans|GCF_003851885.1|strain=LA|active
2173853|Streptococcus chenjunshii|GCF_003086355.1|strain=Z15|active
2174228|Albibacillus kandeliae|GCF_003116585.1|strain=J95|active
2174842|Coraliomargarita sinensis|GCF_003185655.1|strain=WN38|active
2174846|Streptomyces tirandamycinicus|GCF_003097515.1|strain=HNM0039|active
2174932|Nesterenkonia natronophila|GCF_003595215.1|strain=M8|active
2175090|Sphingomonas pokkalii|GCF_003096275.1|strain=L3B27|active
2175091|Flavobacterium album|GCF_003096035.1|strain=HYN0059|active
217511|Fulvimarina pelagi|GCF_001463845.1|strain=DSM 15513|active
2175228|Ancrocorticia populi|GCF_003123745.1|strain=sk1b4|active
2175229|Corticimicrobacter populi|GCF_003123725.1|strain=3d-2-2|active
217|Helicobacter mustelae|GCF_900476215.1|strain=NCTC12198|active
218139|Aeriscardovia aeriphila|GCF_002259595.1|strain=LMG 21773|active
218139|Aeriscardovia aeriphila|GCF_013408435.1|strain=DSM 22365|skipped
218140|Bifidobacterium psychraerophilum|GCF_000741705.1|strain=LMG 21775|active
218144|Vagococcus carniphilus|GCF_014397115.1|strain=ATCC BAA-640|active
218208|Desulfatibacillum aliphaticivorans|GCF_000021905.1|strain=AK-1|active
2182384|Erythrobacter aureus|GCF_003355455.1|strain=YH-07|active
2182385|Brachybacterium endophyticum|GCF_003130585.1|strain=M1HQ-2|active
2182425|Rhizobium album|GCF_003122325.1|strain=NS-104|active
2182787|Abyssibacter profundi|GCF_003151135.1|strain=OUC007|active
2182793|Ignatzschineria cameli|GCF_003121895.1|strain=UAE-HKU57|active
2182797|Streptomyces triticisoli|GCF_003270085.1|strain=NEAU-DSCPA1-4-4|active
2183582|Saliniradius amylolyticus|GCF_003143555.1|strain=HMF8227|active
2183896|Flavobacterium crocinum|GCF_003122385.1|strain=HYN0056|active
2184053|Streptomyces cadmiisoli|GCF_003261055.1|strain=ZFG47|active
2184063|Pararhodobacter marinus|GCF_003122215.1|strain=CIC4N-9|active
2184082|Marinifilum breve|GCF_003202155.1|strain=JC075|active
2184083|Thauera hydrothermalis|GCF_003345255.1|strain=GD-2|active
2184161|Oceaniradius stylonematis|GCF_003149475.2|strain=StC1|active
2184695|Exiguobacterium flavidum|GCF_003344535.1|strain=HF60|active
2184697|Acuticoccus sediminis|GCF_003258595.1|strain=PTG4-2|active
2184757|Legionella qingyii|GCF_003184185.1|strain=km488|active
218490|Polaribacter butkevichii|GCF_002954605.1|strain=KCTC 12100|active
218493|Salmonella bongori NCTC 12419|GCF_000252995.1|strain=NCTC 12419|active
2185104|Elioraea thermophila|GCF_003336755.1|strain=YIM 72297|active
2185115|Xinfangfangia soli|GCF_015999335.1|strain=CCTCC AB 2017177|active
2185141|Halomonas lactosivorans|GCF_003254665.1|strain=KCTC 52281|active
2185280|Pelagibacterium montanilacus|GCF_003992665.1|strain=CCL18|active
2185285|Kribbella monticola|GCF_003261635.1|strain=NEAU-SW521|active
218672|Sulfitobacter delicatus|GCF_900102535.1|strain=DSM 16477|active
218673|Sulfitobacter dubius|GCF_900113435.1|strain=DSM 16472|active
218821|Amycolatopsis pretoriensis|GCF_002156025.1|strain=NRRL B-24133|active
218821|Amycolatopsis pretoriensis|GCF_900107925.1|strain=DSM 44654|skipped
218822|Amycolatopsis lexingtonensis|GCF_002156005.1|strain=NRRL B-24131|active
218822|Amycolatopsis lexingtonensis|GCF_014873755.1|strain=DSM 44653|skipped
218823|Amycolatopsis kentuckyensis|GCF_002155975.1|strain=NRRL B-24129|active
218936|Aeromonas simiae|GCF_000820125.1|strain=CIP 107798|active
218936|Aeromonas simiae|GCF_014892695.1|strain=A6|skipped
219301|Brachybacterium muris|GCF_016907455.1|strain=DSM 15460|active
219572|Pseudomonas antarctica|GCF_010634845.1|strain=CMS 35|active
219572|Pseudomonas antarctica|GCF_900103795.1|strain=LMG 22709|skipped
219572|Pseudomonas antarctica|GCF_900624995.1||skipped
219574|Pseudomonas proteolytica|GCF_007858275.1|strain=DSM 15321|active
219574|Pseudomonas proteolytica|GCF_008692865.1|strain=CCUG 51515T|skipped
219574|Pseudomonas proteolytica|GCF_900105955.1|strain=BS2985|skipped
219649|Paraburkholderia unamae|GCF_003096875.1|strain=SCZa-39|active
219741|Psychrobacter salsus|GCF_904846445.1||active
219742|Psychrobacter adeliensis|GCF_904845895.1||active
219745|Mesoplasma tabanidae|GCF_002804025.1|strain=BARC 857|active
2200759|Glycomyces dulcitolivorans|GCF_003265355.1|strain=SJ-25|active
2200761|Lentzea terrae|GCF_003265345.1|strain=NEAU-LZS 42|active
2200892|Litorivita pollutaquae|GCF_003205515.1|strain=FSX-11|active
2201181|Flavobacterium sediminis|GCF_003148385.1|strain=MEBiC07310|active
2201189|Marinitoga lauensis|GCF_004135675.1|strain=LG1|active
2201324|Mucilaginibacter hurinus|GCF_003324525.1|strain=ZR32|active
2201350|Phenylobacterium parvum|GCF_003150835.1|strain=HYN0004|active
2201815|Staphylococcus caeli|GCF_900097965.1|strain=82B|active
2201891|Nocardioides silvaticus|GCF_003160695.1|strain=CCTCC AB 2018079|active
2201895|Flagellimonas aquimarina|GCF_003149745.1|strain=ECD12|active
2201898|Marinobacter bohaiensis|GCF_003258515.1|strain=T17|active
2201899|Falsochrobactrum shanghaiense|GCF_003149535.1|strain=HN4|active
2202141|Chromobacterium phragmitis|GCF_003325475.1|strain=IIBBL 112-1|active
2202148|Azospirillum thermophilum|GCF_003130795.1|strain=CFH 70021|active
2202201|Leptospira yasudae|GCF_003545925.1|strain=F1|active
2202203|Leptospira stimsonii|GCF_003545875.1|strain=AMB6-RJ|active
2202203|Leptospira stimsonii|GCF_003545885.1|strain=Yale|skipped
2202203|Leptospira stimsonii|GCF_004770035.1|strain=SSW20|skipped
2202251|Novosphingobium meiothermophilum|GCF_003171715.1|strain=SYSU G00007|active
2202254|Deinococcus irradiatisoli|GCF_003173015.1|strain=17bor-2|active
2202339|Chitinophaga varians|GCF_014529945.1|strain=KACC 19415|active
2202418|Marinomonas shanghaiensis|GCF_003259175.1|strain=DSL-35|active
2202419|Paracoccus sediminilitoris|GCF_003259195.1|strain=DSL-16|active
2202653|Alcanivorax indicus|GCF_003259185.1|strain=SW127|active
2202654|Marinimicrobium alkaliphilum|GCF_003259155.1|strain=SW121|active
2202825|Methylobacterium durans|GCF_003173715.1|strain=17SD2-17|active
2202827|Methylobacterium terrae|GCF_003173755.1|strain=17Sr1-28|active
2202829|Algoriphagus litoralis|GCF_003259255.1|strain=DSL-12|active
2203212|Pedobacter paludis|GCF_003173575.1|strain=R-8|active
2203219|Chitinophaga alhagiae|GCF_003177275.1|strain=T22|active
2203219|Chitinophaga alhagiae|GCF_003568665.1|strain=T22|skipped
2203715|Micromonospora arida|GCF_003857035.1|strain=LB32|active
2203716|Micromonospora inaquosa|GCF_003857055.1|strain=LB39|active
2203724|Oenococcus sicerae|GCF_004102045.2|strain=UCMA15228|active
220378|Nocardiopsis aegyptia|GCF_013410755.1|strain=DSM 44442|active
2204145|Pectobacterium aquaticum|GCF_003382565.2|strain=A212-S19-A16|active
2204294|Photobacterium malacitanum|GCF_900185615.1|strain=CECT 9190|active
2204296|Photobacterium andalusiense|GCF_900185625.1|strain=CECT 9192|active
220684|Neobacillus drentensis|GCF_001636415.1|strain=FJAT-10044|active
220686|Neobacillus vireti|GCF_001026695.1|strain=DSM 15602|active
220687|Neobacillus novalis|GCF_001636395.1|strain=FJAT-14227|active
220688|Neobacillus soli|GCF_002335815.1|strain=DSM 15604|active
220714|Fructobacillus pseudoficulneus|GCF_001047115.2|strain=DSM 15468|active
220714|Fructobacillus pseudoficulneus|GCF_900108455.1|strain=DSM 15468|skipped
220753|Halobacillus locisalis|GCF_013694105.1|strain=KCTC 3788|active
220754|Jeotgalibacillus campisalis|GCF_000829515.1|strain=SF-57|active
220927|Mycobacterium saskatchewanense|GCF_002101875.1|strain=DSM 44616|active
220927|Mycobacterium saskatchewanense|GCF_010729105.1|strain=JCM 13016|skipped
221027|Treponema putidum|GCF_000755145.1|strain=OMZ 758 (ATCC 700334)|active
221027|Treponema putidum|GCF_007830595.1|strain=ATCC 700334|skipped
221028|Paenibacillus favisporus|GCF_010993935.1|strain=Y7|active
221109|Oceanobacillus iheyensis HTE831|GCF_000011245.1|strain=HTE831|active
2211104|Paraburkholderia lacunae|GCF_003353175.1|strain=S27|active
2211106|Thiomicrorhabdus aquaedulcis|GCF_004001325.1|strain=HaS4|active
2211117|Pseudopuniceibacterium sediminis|GCF_003575965.1|strain=CY03|active
2211119|Lujinxingia litoralis|GCF_003260125.1|strain=B210|active
2211133|Flavobacterium sharifuzzamanii|GCF_003254585.1|strain=A7.6|active
2211139|Paenibacillus flagellatus|GCF_003217775.1|strain=DXL2|active
2211140|Acidisarcina polymorpha|GCF_003330725.1|strain=SBC82|active
2211142|Zavarzinia aquatilis|GCF_003173035.1|strain=HR-AS|active
2211145|Cohaesibacter intestini|GCF_003324485.1|strain=YE-B6|active
2211146|Hymenobacter edaphi|GCF_003258365.1|strain=NL|active
2211183|Evtepia gabavorous|GCF_003425665.1|strain=KLE1738|active
2211183|Evtepia gabavorous|GCF_008121455.1|strain=KLE1738|skipped
2211210|Arthrobacter dokdonellae|GCF_003268655.1||active
2211211|Paraburkholderia dokdonella|GCF_003286395.1|strain=DCT13|active
221126|Algibacter lectus|GCF_004368925.1|strain=CECT 8301|active
221126|Algibacter lectus|GCF_009807485.1|strain=KCTC 32381|skipped
221126|Algibacter lectus|GCF_009830375.1|strain=WS-MY22|skipped
2211392|Pseudomonas kirkiae|GCF_004327335.1|strain=P4C|active
2211445|Flavobacterium hydrophilum|GCF_003202405.1|strain=IMCC34758|active
2212479|Mycobacterium kyogaense|GCF_003254575.1|strain=NCTC 11659|active
2212651|Flavobacterium cheongpyeongense|GCF_003202435.1|strain=IMCC34759|active
221276|[Curtobacterium] plantarum|GCF_003710245.1|strain=LMG 16222|active
221288|Mastigocladopsis repens PCC 10914|GCF_000315565.1|strain=PCC 10914|active
2213010|Simplicispira lacusdiani|GCF_003604195.1|strain=CPCC 100842|active
2213015|Pseudomonas sichuanensis|GCF_003231305.1|strain=WCHPs060039|active
2213017|Pseudomonas huaxiensis|GCF_003231275.1|strain=WCHPs060044|active
2213046|Robertkochia solimangrovi|GCF_007279655.1|strain=CL23|active
2213058|Marinomonas piezotolerans|GCF_003362755.1|strain=YLB-05|active
2213158|Modestobacter altitudinis|GCF_005930475.1|strain=1G4|active
2213161|Modestobacter excelsi|GCF_005930495.1|strain=1G6|active
2213162|Streptomyces alkaliterrae|GCF_007097205.2|strain=OF1|active
2213162|Streptomyces alkaliterrae|GCF_013618545.1|strain=OF8|skipped
2213194|Paraliobacillus zengyii|GCF_003268595.1|strain=X-1125|active
2213200|Nocardia mangyaensis|GCF_001886715.1|strain=Y48|active
2213203|Mesobacillus harenae|GCF_013343715.1|strain=Y40|active
2213226|Entomomonas moraniae|GCF_003991975.1|strain=QZS01|active
221400|Spirabiliibacterium pneumoniae|GCF_014884995.1|strain=HPA106|active
2217664|Croceicoccus ponticola|GCF_004004515.1|strain=GM-16|active
2217670|Flavobacterium aquariorum|GCF_003254745.1|strain=IMCC34762|active
221799|Planococcus maitriensis|GCF_003289925.1|strain=S1|active
221822|Phaeobacter inhibens|GCF_002892185.1|strain=P54|active
2218621|Hymenobacter sediminis|GCF_003231285.1|strain=ELS1360|active
2219043|Capsulimonas corticalis|GCF_003574315.1|strain=AX-7|active
2219058|Facilibium subflavum|GCF_003574485.1|strain=SYSU SYW-5|active
2219059|Cysteiniphilum halobium|GCF_003574425.1|strain=SYSU SYW-6|active
2219161|Putridiphycobacter roseus|GCF_003234935.1|strain=SM1701|active
2219225|Pseudomonas asiatica|GCF_009932335.1|strain=RYU5|active
2219558|Winogradskyella aurantiaca|GCF_003362725.1|strain=IMCC20180|active
2219559|Frateuria defendens|GCF_001182895.1|strain=DHo|active
2219658|Promicromonospora panici|GCF_900608595.1||active
2219663|Streptacidiphilus pinicola|GCF_003258295.1|strain=MMS16-CNU450|active
2219695|Luxibacter massiliensis|GCF_900604355.1|strain=Marseille-P5551|active
2219697|Nitrincola tibetensis|GCF_003284585.1|strain=xg18|active
221988|[Mannheimia] succiniciproducens MBEL55E|GCF_000007745.1|strain=MBEL55E|active
2220000|[Pseudopropionibacterium] massiliense|GCF_900607225.1|strain=Marseille-P6184|active
2220095|Cryobacterium soli|GCF_003611035.1|strain=GCJ02|active
2220096|Indioceanicola profundi|GCF_003568845.1|strain=SCSIO 08040|active
222534|Frankia elaeagni|GCF_000374165.1|strain=BMG5.12|active
222805|Mycobacterium intracellulare subsp. chimaera|GCF_001938095.1|strain=JCM_14737|active
222805|Mycobacterium intracellulare subsp. chimaera|GCF_002101575.1|strain=DSM 44623|skipped
222805|Mycobacterium intracellulare subsp. chimaera|GCF_002219285.1|strain=DSM 44623|skipped
222891|Neorickettsia sennetsu str. Miyayama|GCF_000013165.1|strain=Miyayama|active
2230885|Roseicella frigidaeris|GCF_003258945.1|strain=DB1506|active
2231647|Vibrio tetraodonis|GCF_003350295.1|strain=A511|active
2231648|Vibrio maerlii|GCF_003415655.1|strain=G62|active
2231649|Vibrio rhodolitus|GCF_003350325.1|strain=G98|active
2231787|Actinomadura craniellae|GCF_003289645.1|strain=LHW63021|active
223283|Pseudomonas syringae pv. tomato str. DC3000|GCF_000007805.1|strain=DC3000|active
2233532|Mesorhizobium atlanticum|GCF_003289965.1|strain=CNPSo 3140|active
2233533|Flavobacterium tibetense|GCF_003293845.1|strain=YH5|active
2233542|Planococcus halotolerans|GCF_003289955.1|strain=SCU63|active
2233644|Macrococcus caseolyticus subsp. caseolyticus|GCF_003259685.1|strain=CCM 3540|active
2233774|Paracoccus endophyticus|GCF_003286075.1|strain=SYSUP0003|active
2233776|Pedobacter chitinilyticus|GCF_003313385.1|strain=CM134L-2|active
2233776|Pedobacter chitinilyticus|GCF_004025525.1|strain=CM134L-2|skipped
2233851|Blastochloris tepida|GCF_003966715.1|strain=GI|active
223392|Rhodococcus gordoniae|GCF_001646655.1|strain=DSM 44689|active
223392|Rhodococcus gordoniae|GCF_900455725.1|strain=NCTC13296|skipped
2233999|Skermanella pratensis|GCF_008843145.1|strain=W17|active
2234132|Burkholderia reimsis|GCF_003294055.1|strain=BE51|active
2234133|Algibacillus agarilyticus|GCF_003286125.1|strain=RQJ05|active
223556|Deinococcus indicus|GCF_002198095.1|strain=DR1|active
223786|Hydrogenimonas thermophila|GCF_900115615.1|strain=EP1-55-1|active
223788|Balnearium lithotrophicum|GCF_900182585.1|strain=DSM 16304|active
223900|Chromohalobacter japonicus|GCF_000821045.2|strain=CJ|active
223919|Clostridium diolis|GCF_008580445.1|strain=DSM 15410|active
223919|Clostridium diolis|GCF_008705175.1|strain=DSM 15410|skipped
223967|Methylorubrum populi|GCF_006740745.1|strain=YC-XJ1|active
224013|Nostoc piscinale CENA21|GCF_001298445.1|strain=CENA21|active
224030|Staphylococcus succinus subsp. succinus|GCF_001006765.1|strain=DSM 14617|active
224030|Staphylococcus succinus subsp. succinus|GCF_002902045.1|strain=DSM 14617|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_000009045.1|strain=168|active
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_000155325.1|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_000696635.1|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_000789275.1|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_002009095.1|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_002009135.1|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_012931705.2|strain=168|skipped
224308|Bacillus subtilis subsp. subtilis str. 168|GCF_013009385.1|strain=168|skipped
224324|Aquifex aeolicus VF5|GCF_000008625.1|strain=VF5|active
224326|Borreliella burgdorferi B31|GCF_000008685.2|strain=B31|active
224436|Tepidiphilus succinatimandens|GCF_006503695.1|strain=DSM 15512|active
2248773|Ornithinimicrobium cerasi|GCF_003702705.1|strain=CPCC 203383|active
2248773|Ornithinimicrobium cerasi|GCF_900221015.1|strain=USBA17B2|skipped
224911|Bradyrhizobium diazoefficiens USDA 110|GCF_000011365.1|strain=USDA110|active
224911|Bradyrhizobium diazoefficiens USDA 110|GCF_001642675.1|strain=USDA 110|skipped
224914|Brucella melitensis bv. 1 str. 16M|GCF_000007125.1|strain=16M|active
224914|Brucella melitensis bv. 1 str. 16M|GCF_000160295.1|strain=16M|skipped
224914|Brucella melitensis bv. 1 str. 16M|GCF_000250795.1|strain=16M|skipped
224914|Brucella melitensis bv. 1 str. 16M|GCF_000740415.1|strain=16M|skipped
224915|Buchnera aphidicola str. Bp (Baizongia pistaciae)|GCF_000007725.1|strain=Bp (Baizongia pistaciae)|active
2249302|Francisella marina|GCF_008369785.1|strain=E95-16|active
2249426|Leeuwenhoekiella aestuarii|GCF_004104055.1|strain=R-48165|active
2249426|Leeuwenhoekiella aestuarii|GCF_004104115.1|strain=R-50232|skipped
2249427|Aquiflexum aquatile|GCF_003316845.1|strain=Z0201|active
2249428|Aliidiomarina celeris|GCF_003316875.1|strain=F3105|active
2249762|Nonomuraea lactucae|GCF_003313395.1|strain=NEAU-YG30|active
2249811|Microvirga flavescens|GCF_003290125.1|strain=c27j1|active
224999|Tepidanaerobacter syntrophicus|GCF_001485475.2|strain=JL|active
225004|Treponema berlinense|GCF_900167025.1|strain=ATCC BAA-909|active
225051|Nocardia alba|GCF_004339125.1|strain=DSM 44684|active
2250573|Pelagivirga dicentrarchi|GCF_003316635.1|strain=YLY04|active
2250578|Streptomyces reniochalinae|GCF_003323735.1|strain=LHW50302|active
2250708|Pseudogemmobacter bohemicus|GCF_003290025.1|strain=Cd-10|active
225084|Erysipelothrix inopinata|GCF_014396165.1|strain=DSM 15511|active
225144|Oceanisphaera litoralis|GCF_016907015.1|strain=DSM 15406|active
225324|Enhydrobacter aerosaccus|GCF_900167455.1|strain=ATCC 27094|active
225325|Nesterenkonia halotolerans|GCF_014874065.1|strain=DSM 15474|active
225327|Nesterenkonia xinjiangensis|GCF_013410745.1|strain=DSM 15475|active
225345|Clostridium chromiireducens|GCF_002029255.1|strain=DSM 23318|active
225345|Clostridium chromiireducens|GCF_003575225.1|strain=C1|skipped
225362|Paracoccus haeundaensis|GCF_006239215.1|strain=CGMCC 1.8012|active
225843|Formosa algae|GCF_001439665.1|strain=KMM 3553|active
225843|Formosa algae|GCF_017872935.1|strain=DSM 15523|skipped
225845|Brevibacterium celere|GCF_003315415.1|strain=3b_TX|active
225848|Shewanella psychrophila|GCF_002005305.1|strain=WP2|active
225849|Shewanella piezotolerans WP3|GCF_000014885.1|strain=WP3|active
225894|Glutamicibacter ardleyensis|GCF_014644555.1|strain=CGMCC 1.3685|active
2259034|Streptomyces cavernae|GCF_004023625.1|strain=SYSU K10008|active
2259036|Chitinophaga flava|GCF_003308995.1|strain=GDMCC 1.1325|active
2259133|Mesosutterella multiformis|GCF_003402575.1|strain=4NBBH2|active
225915|Paenibacillus timonensis|GCF_009725205.1|strain=12ME58|active
2259170|Pedobacter miscanthi|GCF_003315595.1|strain=RS10|active
2259171|Bacillus piezotolerans|GCF_003362805.1|strain=YLB-04|active
2259340|Paracoccus suum|GCF_003324675.1|strain=SC2-6|active
2259342|Alteromonas sediminis|GCF_003820355.1|strain=U0105|active
225937|Marinobacter adhaerens HP15|GCF_000166295.1|strain=HP15|active
2259592|Jannaschia formosa|GCF_003340555.1|strain=12N15|active
2259594|Flavobacterium petrolei|GCF_003314435.2|strain=Kopri-42|active
2259619|Dyadobacter luteus|GCF_003383615.1|strain=RS19|active
2259620|Hydrocarboniclastica marina|GCF_004851605.1|strain=soil36-7|active
2259622|Xanthomonas euroxanthea|GCF_900476395.1|strain=CPBF 424|active
2259622|Xanthomonas euroxanthea|GCF_903970605.1||retired_Oct21
2259638|Dickeya lacustris|GCF_003934295.1|strain=S29|active
2259674|Calidifontimicrobium sediminis|GCF_003574675.1|strain=SYSU G00088|active
225971|Qipengyuania citrea|GCF_009828015.1|strain=CGMCC 1.8703|active
225992|Comamonas kerstersii|GCF_002056725.1|strain=8943|active
225992|Comamonas kerstersii|GCF_008801935.1|strain=CCUG 15333|skipped
225999|Mesoplasma syrphidae|GCF_002843565.1|strain=YJS|active
226186|Bacteroides thetaiotaomicron VPI-5482|GCF_000011065.1|strain=VPI-5482|active
226505|Algoriphagus halophilus|GCF_900129785.1|strain=DSM 15292|active
226506|Algoriphagus ornithinivorans|GCF_900115305.1|strain=DSM 15282|active
226665|Rickettsia heilongjiangensis|GCF_009731485.1|strain=Sendai-29|active
2267246|Edaphovirga cremea|GCF_003332275.1|strain=DSM 105170|active
2267253|Thiomicrorhabdus indica|GCF_004293625.1|strain=13-15A|active
2267262|Tepidimonas charontis|GCF_007556685.1|strain=SPSP-6|active
2267275|Bartonella krasnovii|GCF_003606345.3|strain=OE 1-1|active
